epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,150.141,0.97991,0.90978,1.59739,0.7434,0.89583,0.93067,0.717,0.88013,0.95553,1.61001,0.008218,0.008218,0.008218
182,150.827,1.03395,0.98555,1.62837,0.76836,0.93917,0.94702,0.73428,0.92595,1.19457,1.66568,0.0082081,0.0082081,0.0082081
183,151.477,0.95414,0.89474,1.5756,0.91464,0.89894,0.97228,0.73522,0.97075,0.72178,1.70046,0.0081982,0.0081982,0.0081982
184,152.159,0.97828,0.93406,1.6193,0.90773,0.89588,0.97036,0.71328,0.9865,1.23625,1.73015,0.0081883,0.0081883,0.0081883
185,152.951,0.96111,0.87593,1.56424,0.85402,0.82995,0.90585,0.67848,0.98171,1.46737,1.72467,0.0081784,0.0081784,0.0081784
186,153.617,0.97147,0.88299,1.60878,0.77745,0.94836,0.91998,0.7051,0.92552,0.75997,1.65782,0.0081685,0.0081685,0.0081685
187,154.289,1.01914,0.92287,1.66811,0.92187,0.87943,0.95703,0.73245,0.87752,0.62089,1.60745,0.0081586,0.0081586,0.0081586
188,154.986,0.99314,0.85437,1.61807,0.96916,0.95438,0.98314,0.7871,0.85521,0.58515,1.57283,0.0081487,0.0081487,0.0081487
189,155.646,0.93474,0.87126,1.55874,0.89578,0.9576,0.98788,0.74681,0.92761,0.67324,1.68746,0.0081388,0.0081388,0.0081388
190,156.332,0.98476,0.92198,1.61531,0.91758,0.89913,0.97746,0.76119,0.88095,0.72598,1.5956,0.0081289,0.0081289,0.0081289
191,156.98,0.93265,0.81158,1.57268,0.94792,0.9749,0.99278,0.75546,0.92743,0.69644,1.65151,0.008119,0.008119,0.008119
192,157.681,0.98396,0.84804,1.59173,0.88427,0.93977,0.98741,0.76804,0.9041,0.77246,1.67106,0.0081091,0.0081091,0.0081091
193,158.351,0.92533,0.8214,1.54876,0.88426,0.95492,0.99265,0.76032,0.93028,0.65519,1.66939,0.0080992,0.0080992,0.0080992
194,159.042,0.97871,0.82237,1.61395,0.93792,0.93538,0.98747,0.74952,0.93265,0.63523,1.68775,0.0080893,0.0080893,0.0080893
195,159.701,0.94216,0.83534,1.54887,0.9002,0.92766,0.99028,0.78537,0.83828,0.6995,1.57167,0.0080794,0.0080794,0.0080794
196,160.392,0.94177,0.83181,1.55981,0.5957,0.89938,0.73179,0.55826,0.9597,1.98112,1.77778,0.0080695,0.0080695,0.0080695
197,161.204,0.99191,0.86392,1.61361,0.56421,0.90341,0.70706,0.55124,0.91804,2.14898,1.72822,0.0080596,0.0080596,0.0080596
198,161.892,0.96535,0.84685,1.61147,0.83167,0.95622,0.99184,0.76882,0.89465,0.76143,1.65038,0.0080497,0.0080497,0.0080497
199,162.549,0.96499,0.79126,1.59524,0.79503,0.99637,0.97608,0.74458,0.93044,0.7061,1.70738,0.0080398,0.0080398,0.0080398
200,163.225,0.99104,0.88385,1.61878,0.93565,0.95006,0.99278,0.77121,0.86177,0.59627,1.62426,0.0080299,0.0080299,0.0080299
201,163.888,0.98522,0.86481,1.5799,0.85279,0.96059,0.98266,0.75989,0.85904,0.66203,1.62156,0.00802,0.00802,0.00802
202,164.579,0.9491,0.86027,1.58858,0.75357,0.95833,0.94834,0.73221,0.91685,0.76378,1.63515,0.0080101,0.0080101,0.0080101
203,165.212,0.90048,0.76731,1.50353,0.83794,0.8706,0.94139,0.71679,0.95669,1.1437,1.69844,0.0080002,0.0080002,0.0080002
204,165.906,0.93197,0.79799,1.52387,0.97357,1,0.995,0.77596,0.8943,0.53194,1.61593,0.0079903,0.0079903,0.0079903
205,166.574,0.97219,0.89579,1.59135,0.85422,1,0.9909,0.77836,0.87936,0.61036,1.585,0.0079804,0.0079804,0.0079804
206,167.311,0.96424,0.84361,1.57587,0.99073,1,0.995,0.75204,0.98973,0.53958,1.79813,0.0079705,0.0079705,0.0079705
207,168.014,1.01151,0.88836,1.6051,0.98431,1,0.995,0.76928,0.8881,0.49395,1.59977,0.0079606,0.0079606,0.0079606
208,168.86,0.96147,0.84582,1.57545,0.97281,0.96355,0.99382,0.78285,0.86966,0.57425,1.57619,0.0079507,0.0079507,0.0079507
209,169.551,0.96895,0.84484,1.57418,0.861,1,0.98699,0.76985,0.88907,1.273,1.58143,0.0079408,0.0079408,0.0079408
210,170.349,0.90847,0.81849,1.52811,0.93967,0.97739,0.98824,0.77768,0.93956,0.68723,1.70705,0.0079309,0.0079309,0.0079309
211,171.089,0.96503,0.82414,1.58643,0.99679,0.91184,0.98056,0.78052,0.86739,0.69084,1.59847,0.007921,0.007921,0.007921
212,171.797,0.94978,0.80648,1.57925,0.99134,0.91177,0.99022,0.79778,0.81412,0.52365,1.56064,0.0079111,0.0079111,0.0079111
213,172.506,0.91558,0.76223,1.51113,0.83877,0.92803,0.96671,0.76751,0.84939,0.64943,1.62806,0.0079012,0.0079012,0.0079012
214,173.2,0.93773,0.8184,1.54626,0.89343,0.88068,0.98014,0.75464,0.90433,0.68198,1.61903,0.0078913,0.0078913,0.0078913
215,173.873,0.93984,0.76677,1.52302,0.96274,0.94004,0.995,0.786,0.85806,0.67996,1.57102,0.0078814,0.0078814,0.0078814
216,174.547,0.9132,0.80142,1.52841,0.93315,0.99827,0.99265,0.79029,0.88598,0.51347,1.63648,0.0078715,0.0078715,0.0078715
217,175.207,0.93827,0.80323,1.55978,0.9212,0.96658,0.98021,0.76495,0.96028,0.55723,1.69733,0.0078616,0.0078616,0.0078616
218,176.025,0.93396,0.8229,1.56568,0.95415,0.97353,0.99278,0.76977,0.89546,0.51442,1.62278,0.0078517,0.0078517,0.0078517
219,176.682,0.95269,0.81372,1.62281,0.95286,0.90622,0.98865,0.79187,0.85118,0.55674,1.61416,0.0078418,0.0078418,0.0078418
220,177.345,0.94598,0.83058,1.55065,0.94825,0.95833,0.98001,0.76178,0.90554,0.62808,1.66402,0.0078319,0.0078319,0.0078319
221,178.013,0.93829,0.7745,1.51617,0.97386,0.99732,0.995,0.78667,0.88228,0.53246,1.66215,0.007822,0.007822,0.007822
222,178.715,0.94901,0.79579,1.59392,0.75594,0.84311,0.8747,0.66149,0.97329,0.84549,1.68702,0.0078121,0.0078121,0.0078121
223,179.405,0.87828,0.7788,1.52962,0.67266,0.83523,0.79444,0.61872,0.90271,1.08699,1.61011,0.0078022,0.0078022,0.0078022
224,180.093,0.95595,0.77392,1.56731,0.88721,0.85185,0.93596,0.7318,0.90123,0.77984,1.64502,0.0077923,0.0077923,0.0077923
225,180.774,0.92739,0.77067,1.54488,0.86396,0.8728,0.91154,0.7233,0.84746,0.80055,1.5848,0.0077824,0.0077824,0.0077824
226,181.541,0.89763,0.78646,1.50477,0.86084,0.88531,0.91848,0.71882,0.86988,0.75266,1.58637,0.0077725,0.0077725,0.0077725
227,182.473,0.89697,0.75036,1.51759,0.82596,0.90212,0.91538,0.71247,0.84813,0.69446,1.58012,0.0077626,0.0077626,0.0077626
228,183.593,0.95978,0.84912,1.56477,0.725,0.81264,0.85784,0.66116,0.92171,0.92754,1.62715,0.0077527,0.0077527,0.0077527
229,184.538,0.90592,0.75961,1.55633,0.7129,0.88573,0.86323,0.64062,1.00459,1.01596,1.70156,0.0077428,0.0077428,0.0077428
230,185.699,0.95118,0.78783,1.58519,0.6912,0.83578,0.79737,0.5924,1.01108,1.33232,1.8006,0.0077329,0.0077329,0.0077329
231,186.762,0.89488,0.72915,1.5413,0.84313,0.87237,0.88596,0.68139,0.88037,1.02576,1.62751,0.007723,0.007723,0.007723
232,187.856,0.92191,0.8036,1.58537,0.89071,0.97763,0.97437,0.76631,0.86385,0.51444,1.59554,0.0077131,0.0077131,0.0077131
233,188.984,0.90673,0.7893,1.53461,0.96867,0.9817,0.99265,0.76619,0.87574,0.48461,1.61096,0.0077032,0.0077032,0.0077032
234,190.126,0.93077,0.79561,1.52681,0.97006,0.96901,0.99382,0.75626,0.93685,0.53762,1.75005,0.0076933,0.0076933,0.0076933
235,191.252,0.92276,0.76037,1.56098,0.99165,0.96375,0.995,0.76924,0.92833,0.52716,1.73046,0.0076834,0.0076834,0.0076834
236,192.402,0.91359,0.76158,1.54424,0.99332,0.96751,0.99382,0.78228,0.90534,0.49804,1.66434,0.0076735,0.0076735,0.0076735
237,193.536,0.95525,0.80182,1.58887,0.8265,0.92636,0.93192,0.74393,0.84101,0.70777,1.58336,0.0076636,0.0076636,0.0076636
238,194.931,0.95468,0.79838,1.54899,0.91813,0.92037,0.96406,0.75698,0.88836,0.71714,1.58544,0.0076537,0.0076537,0.0076537
239,195.97,0.9087,0.74697,1.52375,0.94376,0.99473,0.98029,0.76748,0.85808,0.73146,1.59211,0.0076438,0.0076438,0.0076438
240,197.066,0.92022,0.79957,1.51301,0.95659,0.9798,0.96893,0.76778,0.84693,0.4881,1.60613,0.0076339,0.0076339,0.0076339
241,198.111,0.92074,0.79464,1.52783,0.77236,0.93468,0.9507,0.76059,0.84019,0.69135,1.55068,0.007624,0.007624,0.007624
242,199.106,0.87557,0.70389,1.47333,0.98293,1,0.995,0.78373,0.86008,0.46292,1.56707,0.0076141,0.0076141,0.0076141
243,200.097,0.93357,0.73346,1.55857,0.86196,0.97917,0.98663,0.78665,0.85025,0.55804,1.55799,0.0076042,0.0076042,0.0076042
244,201.067,0.82887,0.67561,1.45106,0.82493,0.91137,0.97695,0.76204,0.88668,0.68557,1.6151,0.0075943,0.0075943,0.0075943
245,201.905,0.93602,0.77476,1.54406,0.95402,0.97917,0.99073,0.7782,0.88293,0.49997,1.60159,0.0075844,0.0075844,0.0075844
246,202.573,0.87066,0.7073,1.46437,0.9154,0.97034,0.97456,0.78374,0.82599,0.50214,1.53315,0.0075745,0.0075745,0.0075745
247,203.215,0.90302,0.72441,1.48025,0.97174,0.97222,0.98197,0.77169,0.8517,0.48928,1.58838,0.0075646,0.0075646,0.0075646
248,203.884,0.86541,0.7359,1.47057,0.79172,0.95042,0.94316,0.75019,0.84936,0.70046,1.57147,0.0075547,0.0075547,0.0075547
249,204.66,0.91653,0.75787,1.5398,0.94306,0.96193,0.99295,0.78171,0.89,0.49286,1.60023,0.0075448,0.0075448,0.0075448
250,205.326,0.92496,0.72733,1.51984,0.86324,0.94047,0.98895,0.78316,0.88998,0.61098,1.58654,0.0075349,0.0075349,0.0075349
251,205.982,0.91157,0.74322,1.52025,0.81099,0.9375,0.97736,0.7647,0.86711,0.67434,1.60226,0.007525,0.007525,0.007525
252,206.653,0.86588,0.71861,1.47579,0.95761,0.97917,0.98833,0.7923,0.88769,0.52174,1.69553,0.0075151,0.0075151,0.0075151
253,207.323,0.90293,0.70541,1.49973,0.79512,0.86553,0.9243,0.71437,0.8981,0.75812,1.61563,0.0075052,0.0075052,0.0075052
254,208.02,0.90503,0.76117,1.56376,0.96265,0.97719,0.99177,0.7775,0.86557,0.53511,1.61631,0.0074953,0.0074953,0.0074953
255,208.67,0.86977,0.69096,1.49765,0.94931,0.97917,0.99073,0.77621,0.86678,0.5334,1.619,0.0074854,0.0074854,0.0074854
256,209.358,0.90621,0.73889,1.54231,0.95515,0.97917,0.99278,0.7814,0.89503,0.53199,1.67293,0.0074755,0.0074755,0.0074755
257,210.002,0.84802,0.7397,1.45092,0.93042,0.96148,0.9837,0.77131,0.87415,0.55355,1.6399,0.0074656,0.0074656,0.0074656
258,210.796,0.89295,0.69547,1.53209,0.74127,0.95688,0.92012,0.73459,0.84748,0.70874,1.60572,0.0074557,0.0074557,0.0074557
259,211.43,0.90769,0.72488,1.52346,0.96271,0.97917,0.981,0.76778,0.87782,0.53385,1.6706,0.0074458,0.0074458,0.0074458
260,212.11,0.92088,0.75305,1.53523,0.94285,1,0.9909,0.75939,0.90785,0.48742,1.67929,0.0074359,0.0074359,0.0074359
261,212.766,0.9129,0.72047,1.48402,0.93752,0.98191,0.9906,0.77199,0.87805,0.51325,1.62509,0.007426,0.007426,0.007426
262,213.463,0.91641,0.6915,1.51694,0.95471,0.89122,0.97074,0.76783,0.84845,0.72114,1.5502,0.0074161,0.0074161,0.0074161
263,214.123,0.89156,0.70034,1.4927,0.91707,0.95092,0.98273,0.77841,0.90445,0.66619,1.63741,0.0074062,0.0074062,0.0074062
264,214.799,0.85702,0.71859,1.46944,0.95772,0.96885,0.98605,0.77138,0.88329,0.60201,1.65872,0.0073963,0.0073963,0.0073963
265,215.437,0.91832,0.70035,1.54493,0.97687,0.99367,0.995,0.78275,0.85408,0.48404,1.60494,0.0073864,0.0073864,0.0073864
266,216.111,0.93498,0.75067,1.56876,0.80694,0.98568,0.97538,0.73685,0.98097,0.62317,1.77586,0.0073765,0.0073765,0.0073765
267,216.767,0.88978,0.71067,1.53579,0.85831,0.98205,0.995,0.77802,0.93264,0.58264,1.68363,0.0073666,0.0073666,0.0073666
268,217.434,0.95417,0.72167,1.55634,0.93957,1,0.995,0.78009,0.88369,0.50986,1.61198,0.0073567,0.0073567,0.0073567
269,218.077,0.91854,0.7146,1.49009,0.95355,0.99579,0.995,0.80578,0.82483,0.44813,1.53763,0.0073468,0.0073468,0.0073468
270,218.762,0.84051,0.671,1.44673,0.98231,1,0.995,0.78737,0.92863,0.49844,1.65181,0.0073369,0.0073369,0.0073369
271,219.527,0.89943,0.69591,1.49248,0.95893,0.99808,0.995,0.79187,0.91226,0.48141,1.62806,0.007327,0.007327,0.007327
272,220.232,0.89737,0.71481,1.50204,0.98901,1,0.995,0.78345,0.90273,0.45784,1.60363,0.0073171,0.0073171,0.0073171
273,220.86,0.89079,0.74522,1.50734,0.99316,1,0.995,0.80421,0.86258,0.44438,1.56394,0.0073072,0.0073072,0.0073072
274,221.529,0.87333,0.67495,1.47909,0.98383,0.99369,0.995,0.80412,0.84426,0.43689,1.53639,0.0072973,0.0072973,0.0072973
275,222.189,0.86004,0.70646,1.46963,0.99079,1,0.995,0.78842,0.86429,0.44297,1.57502,0.0072874,0.0072874,0.0072874
276,222.888,0.858,0.6639,1.46833,0.98618,0.99653,0.995,0.77446,0.91145,0.45992,1.66447,0.0072775,0.0072775,0.0072775
277,223.552,0.84263,0.68586,1.46733,0.91769,0.9583,0.98834,0.76896,0.91046,0.512,1.68261,0.0072676,0.0072676,0.0072676
278,224.24,0.88046,0.73462,1.48196,0.81102,0.95552,0.98393,0.77769,0.90661,0.59587,1.65032,0.0072577,0.0072577,0.0072577
279,224.892,0.90925,0.76447,1.53341,0.89614,0.85806,0.96862,0.75354,0.90696,0.64865,1.66644,0.0072478,0.0072478,0.0072478
280,225.573,0.90817,0.74413,1.50799,0.94667,0.97983,0.995,0.80043,0.8451,0.58358,1.55535,0.0072379,0.0072379,0.0072379
281,226.244,0.86044,0.6721,1.46978,0.96389,0.97917,0.99147,0.78783,0.85227,0.54458,1.56457,0.007228,0.007228,0.007228
282,227.067,0.89823,0.68714,1.50786,0.89177,0.96312,0.98139,0.77806,0.88248,0.55596,1.61072,0.0072181,0.0072181,0.0072181
283,227.74,0.8543,0.64963,1.4536,0.80354,0.87399,0.91374,0.69256,0.92592,0.73575,1.70378,0.0072082,0.0072082,0.0072082
284,228.413,0.85872,0.6605,1.49395,0.81566,0.88068,0.90544,0.68318,0.94808,0.82996,1.72232,0.0071983,0.0071983,0.0071983
285,229.069,0.86028,0.64984,1.47166,0.82539,0.91028,0.95824,0.72487,0.92441,0.75981,1.69407,0.0071884,0.0071884,0.0071884
286,229.744,0.83811,0.64193,1.46791,0.97512,0.97824,0.99382,0.76971,0.92852,0.50536,1.6777,0.0071785,0.0071785,0.0071785
287,230.407,0.83847,0.61596,1.45491,0.99017,0.99934,0.995,0.77471,0.87941,0.46229,1.61481,0.0071686,0.0071686,0.0071686
288,231.1,0.87275,0.6817,1.49223,0.98389,0.99249,0.995,0.78468,0.87286,0.42302,1.58478,0.0071587,0.0071587,0.0071587
289,231.767,0.88332,0.683,1.49279,0.99406,0.99076,0.995,0.78159,0.85182,0.43252,1.56504,0.0071488,0.0071488,0.0071488
290,232.421,0.86024,0.65144,1.46372,0.99419,1,0.995,0.7523,0.91742,0.44308,1.67272,0.0071389,0.0071389,0.0071389
291,233.067,0.93973,0.72057,1.53887,0.99558,1,0.995,0.75136,0.96463,0.454,1.75534,0.007129,0.007129,0.007129
292,233.747,0.83362,0.66386,1.46694,0.99265,1,0.995,0.726,1.00734,0.45577,1.82592,0.0071191,0.0071191,0.0071191
293,234.579,0.89643,0.73672,1.48734,0.99488,1,0.995,0.74337,0.98061,0.45305,1.7707,0.0071092,0.0071092,0.0071092
294,235.314,0.89694,0.70853,1.49694,0.87782,0.97917,0.94471,0.74838,0.88424,0.51375,1.6026,0.0070993,0.0070993,0.0070993
295,236.03,0.90714,0.72631,1.49843,0.96904,1,0.98167,0.77289,0.86058,0.44646,1.5873,0.0070894,0.0070894,0.0070894
296,236.772,0.88112,0.70874,1.49709,0.98814,1,0.995,0.76657,0.89573,0.43373,1.6609,0.0070795,0.0070795,0.0070795
297,237.452,0.86685,0.66335,1.46985,0.94912,1,0.99265,0.76151,0.89999,0.4572,1.69274,0.0070696,0.0070696,0.0070696
298,238.14,0.82012,0.64892,1.43599,0.99082,0.99781,0.995,0.78674,0.83399,0.44238,1.58159,0.0070597,0.0070597,0.0070597
299,238.831,0.82785,0.67567,1.45775,0.9777,0.99453,0.995,0.78896,0.85065,0.45528,1.58701,0.0070498,0.0070498,0.0070498
300,239.559,0.83137,0.64907,1.43831,0.99409,1,0.995,0.77571,0.88448,0.45082,1.60633,0.0070399,0.0070399,0.0070399
301,240.256,0.88032,0.68503,1.4867,0.95523,0.90188,0.9809,0.73371,0.94034,0.57573,1.73149,0.00703,0.00703,0.00703
302,240.948,0.84762,0.64566,1.47549,0.91358,0.96273,0.96741,0.74617,0.92479,0.54778,1.69321,0.0070201,0.0070201,0.0070201
303,241.633,0.85276,0.65486,1.4752,0.91716,0.98031,0.98645,0.73459,0.99275,0.5765,1.7743,0.0070102,0.0070102,0.0070102
304,242.469,0.8409,0.64229,1.4586,0.86432,0.96469,0.97483,0.76121,0.91942,0.56148,1.68222,0.0070003,0.0070003,0.0070003
305,243.128,0.83651,0.66597,1.42708,0.82222,0.86028,0.88538,0.70172,0.87967,0.79198,1.62509,0.0069904,0.0069904,0.0069904
306,243.835,0.83129,0.63213,1.41759,0.8428,0.8879,0.93921,0.7419,0.89447,0.63543,1.64162,0.0069805,0.0069805,0.0069805
307,244.507,0.84617,0.62139,1.45178,0.83626,0.78445,0.91853,0.71594,0.89163,0.78173,1.63219,0.0069706,0.0069706,0.0069706
308,245.236,0.86455,0.67262,1.47928,0.9907,0.98713,0.995,0.78127,0.90623,0.44025,1.62675,0.0069607,0.0069607,0.0069607
309,245.977,0.83422,0.6425,1.43706,0.9919,0.99135,0.995,0.79226,0.84544,0.42881,1.55354,0.0069508,0.0069508,0.0069508
310,247,0.87482,0.68761,1.47765,0.92293,0.9288,0.9798,0.76963,0.88851,0.53434,1.62803,0.0069409,0.0069409,0.0069409
311,247.892,0.85717,0.67388,1.4655,0.94242,0.93154,0.97458,0.75807,0.88076,0.53909,1.58251,0.006931,0.006931,0.006931
312,248.962,0.8762,0.66244,1.46421,0.92098,0.94495,0.98116,0.77978,0.86828,0.53768,1.60134,0.0069211,0.0069211,0.0069211
313,250.078,0.77033,0.60137,1.38006,0.91708,0.95272,0.98731,0.77247,0.86477,0.49559,1.57917,0.0069112,0.0069112,0.0069112
314,251.193,0.81318,0.66036,1.4573,0.92575,0.9928,0.995,0.79565,0.83634,0.44409,1.53642,0.0069013,0.0069013,0.0069013
315,252.593,0.85352,0.67876,1.47959,0.85688,0.91145,0.97507,0.75694,0.87653,0.56905,1.58793,0.0068914,0.0068914,0.0068914
316,253.823,0.8161,0.65102,1.44721,0.84528,0.86314,0.91123,0.71065,0.92822,0.79656,1.66706,0.0068815,0.0068815,0.0068815
317,254.993,0.86354,0.65325,1.47249,0.88907,0.86908,0.94634,0.72725,0.89172,0.70557,1.63091,0.0068716,0.0068716,0.0068716
318,256.225,0.82182,0.6622,1.42813,0.86914,0.89859,0.95333,0.74589,0.84353,0.66254,1.60748,0.0068617,0.0068617,0.0068617
319,257.409,0.85676,0.63533,1.45217,0.83133,0.80452,0.90095,0.70686,0.81518,0.82786,1.57024,0.0068518,0.0068518,0.0068518
320,258.598,0.83771,0.65,1.4584,0.94358,0.97092,0.98544,0.7856,0.83669,0.59053,1.60508,0.0068419,0.0068419,0.0068419
321,259.684,0.83275,0.61356,1.48002,0.99341,1,0.995,0.79493,0.87335,0.46763,1.67727,0.006832,0.006832,0.006832
322,260.898,0.8034,0.60564,1.38251,0.96752,1,0.995,0.77467,0.89112,0.46043,1.67196,0.0068221,0.0068221,0.0068221
323,262.058,0.84081,0.61529,1.44103,0.82362,0.94525,0.96462,0.76919,0.84638,0.64428,1.5789,0.0068122,0.0068122,0.0068122
324,263.24,0.82887,0.6455,1.42092,0.9432,0.99589,0.995,0.79195,0.87504,0.46065,1.5843,0.0068023,0.0068023,0.0068023
325,264.579,0.82166,0.62927,1.4078,0.99098,0.99603,0.995,0.79254,0.85065,0.40267,1.57325,0.0067924,0.0067924,0.0067924
326,265.602,0.79852,0.59048,1.40205,0.98913,1,0.995,0.79233,0.84957,0.43469,1.58832,0.0067825,0.0067825,0.0067825
327,266.653,0.84994,0.61299,1.47605,0.83495,0.99177,0.98714,0.78474,0.86115,0.60721,1.6254,0.0067726,0.0067726,0.0067726
328,267.841,0.89315,0.68295,1.46956,0.97263,1,0.995,0.7858,0.83868,0.41345,1.59856,0.0067627,0.0067627,0.0067627
329,268.895,0.80172,0.63228,1.43939,0.98572,1,0.995,0.79405,0.82118,0.4065,1.57204,0.0067528,0.0067528,0.0067528
330,270.08,0.79908,0.59551,1.4202,0.9838,1,0.995,0.77922,0.83859,0.40634,1.62769,0.0067429,0.0067429,0.0067429
331,271.152,0.8115,0.62527,1.38509,0.97852,0.99633,0.995,0.7794,0.84022,0.42996,1.62191,0.006733,0.006733,0.006733
332,272.022,0.79829,0.62075,1.398,0.95081,0.97474,0.99147,0.79379,0.81727,0.46713,1.58008,0.0067231,0.0067231,0.0067231
333,272.725,0.80864,0.59344,1.40521,0.98837,1,0.995,0.7921,0.83159,0.42469,1.59474,0.0067132,0.0067132,0.0067132
334,273.407,0.84475,0.63436,1.44524,0.98371,1,0.995,0.79572,0.81805,0.40724,1.57292,0.0067033,0.0067033,0.0067033
335,274.05,0.86902,0.65139,1.45259,0.96527,1,0.995,0.77746,0.89006,0.42975,1.7116,0.0066934,0.0066934,0.0066934
336,274.703,0.81104,0.60802,1.42241,0.9294,0.96461,0.995,0.78322,0.85025,0.46837,1.62133,0.0066835,0.0066835,0.0066835
337,275.372,0.82818,0.65815,1.42563,0.91264,0.93777,0.99177,0.78114,0.86519,0.52881,1.64365,0.0066736,0.0066736,0.0066736
338,276.203,0.81929,0.63151,1.39534,0.87837,0.93449,0.97811,0.7612,0.89403,0.58886,1.64454,0.0066637,0.0066637,0.0066637
339,276.84,0.82401,0.61905,1.42499,0.88391,0.9341,0.95836,0.74148,0.90856,0.58751,1.64604,0.0066538,0.0066538,0.0066538
340,277.568,0.81664,0.67173,1.4123,0.92621,0.92775,0.95123,0.7562,0.878,0.54975,1.62629,0.0066439,0.0066439,0.0066439
341,278.231,0.83268,0.62285,1.43346,0.91963,0.9375,0.94867,0.73726,0.95051,0.56821,1.67516,0.006634,0.006634,0.006634
342,278.941,0.81393,0.63027,1.42548,0.94569,0.93841,0.98868,0.7748,0.88887,0.49946,1.61361,0.0066241,0.0066241,0.0066241
343,279.637,0.81114,0.64907,1.44214,0.9251,0.9375,0.97904,0.77756,0.88428,0.50511,1.62057,0.0066142,0.0066142,0.0066142
344,280.361,0.80548,0.59803,1.41284,0.8283,0.90833,0.91532,0.70214,0.95616,0.70718,1.75396,0.0066043,0.0066043,0.0066043
345,280.995,0.80629,0.62417,1.41308,0.9031,0.9375,0.90153,0.68076,1.02015,0.63435,1.82837,0.0065944,0.0065944,0.0065944
346,281.661,0.80948,0.60608,1.38255,0.92627,0.9375,0.93904,0.72524,0.9315,0.52001,1.70642,0.0065845,0.0065845,0.0065845
347,282.292,0.82675,0.63223,1.42206,0.94861,0.96465,0.97181,0.77165,0.86189,0.46115,1.60918,0.0065746,0.0065746,0.0065746
348,282.938,0.79966,0.60326,1.41592,0.92679,0.92744,0.94228,0.73809,0.83477,0.55011,1.59312,0.0065647,0.0065647,0.0065647
349,283.591,0.8296,0.59372,1.42301,0.91669,0.96348,0.97408,0.77093,0.83571,0.5066,1.63265,0.0065548,0.0065548,0.0065548
350,284.392,0.82671,0.59833,1.42851,0.9963,0.98266,0.995,0.78749,0.83661,0.41391,1.59863,0.0065449,0.0065449,0.0065449
351,285.046,0.81078,0.5836,1.39533,0.99427,1,0.995,0.79168,0.84223,0.39603,1.61233,0.006535,0.006535,0.006535
352,285.7,0.83684,0.62463,1.44307,0.96914,0.94328,0.98603,0.77899,0.88586,0.47763,1.64471,0.0065251,0.0065251,0.0065251
353,286.363,0.82729,0.64612,1.43381,0.93281,0.92787,0.98195,0.75085,0.86088,0.49882,1.65708,0.0065152,0.0065152,0.0065152
354,287.05,0.79116,0.59398,1.40186,0.8248,0.92536,0.93884,0.74531,0.84509,0.6431,1.58934,0.0065053,0.0065053,0.0065053
355,287.698,0.81122,0.60153,1.43221,0.80103,0.95479,0.94923,0.76177,0.8155,0.61947,1.56101,0.0064954,0.0064954,0.0064954
356,288.37,0.8416,0.60601,1.42981,0.95717,0.97503,0.99382,0.80269,0.85259,0.43482,1.58293,0.0064855,0.0064855,0.0064855
357,289.004,0.77227,0.58101,1.36003,0.94672,0.9747,0.99382,0.79934,0.81426,0.42786,1.5434,0.0064756,0.0064756,0.0064756
358,289.699,0.78919,0.56432,1.39135,0.97979,0.99649,0.995,0.79982,0.84675,0.40978,1.58606,0.0064657,0.0064657,0.0064657
359,290.345,0.7573,0.57827,1.34273,0.97402,0.98946,0.995,0.79542,0.86031,0.41536,1.62324,0.0064558,0.0064558,0.0064558
360,290.992,0.79501,0.59655,1.38913,0.99229,0.99022,0.995,0.7888,0.88212,0.40135,1.64702,0.0064459,0.0064459,0.0064459
361,291.765,0.7693,0.59525,1.346,0.99257,0.96078,0.99119,0.78019,0.90448,0.4189,1.66811,0.006436,0.006436,0.006436
362,292.413,0.76945,0.58868,1.35702,0.98826,1,0.995,0.77567,0.90413,0.43098,1.63925,0.0064261,0.0064261,0.0064261
363,293.053,0.80363,0.5261,1.38614,0.9119,1,0.99382,0.7728,0.92943,0.46765,1.64067,0.0064162,0.0064162,0.0064162
364,293.689,0.79625,0.59293,1.40415,0.77467,0.95889,0.8995,0.70127,0.91424,0.77914,1.63035,0.0064063,0.0064063,0.0064063
365,294.347,0.78146,0.55671,1.38748,0.94125,0.97892,0.995,0.78523,0.88584,0.45056,1.63077,0.0063964,0.0063964,0.0063964
366,295.021,0.81129,0.61422,1.4205,0.94622,0.99577,0.98942,0.77655,0.85631,0.44994,1.63828,0.0063865,0.0063865,0.0063865
367,295.653,0.79964,0.5891,1.4118,0.94345,0.986,0.99028,0.77943,0.84336,0.44782,1.6302,0.0063766,0.0063766,0.0063766
368,296.315,0.76735,0.54292,1.3906,0.82713,0.95433,0.9119,0.71761,0.85574,0.5908,1.64828,0.0063667,0.0063667,0.0063667
369,296.982,0.77742,0.56921,1.3829,0.87716,0.8396,0.89101,0.70472,0.83891,0.6874,1.62349,0.0063568,0.0063568,0.0063568
370,297.68,0.81913,0.59244,1.41919,0.99167,0.98303,0.995,0.78649,0.84361,0.44977,1.65209,0.0063469,0.0063469,0.0063469
