epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,298.36,0.82236,0.63356,1.40605,0.97952,0.97917,0.99278,0.76309,0.92158,0.48277,1.70732,0.006337,0.006337,0.006337
372,299.185,0.81394,0.61375,1.42272,0.93195,0.97917,0.9885,0.76893,0.90567,0.44854,1.71316,0.0063271,0.0063271,0.0063271
373,299.848,0.78319,0.57082,1.3831,0.99397,0.99043,0.995,0.79313,0.86282,0.39354,1.62142,0.0063172,0.0063172,0.0063172
374,300.544,0.79687,0.58507,1.36558,0.96248,0.97347,0.99265,0.77165,0.90121,0.44839,1.68042,0.0063073,0.0063073,0.0063073
375,301.185,0.83451,0.59672,1.45361,0.9757,0.97478,0.99382,0.77926,0.87059,0.44961,1.64775,0.0062974,0.0062974,0.0062974
376,301.851,0.80591,0.60652,1.37015,0.99111,1,0.995,0.78263,0.84439,0.40566,1.62613,0.0062875,0.0062875,0.0062875
377,302.502,0.77894,0.55681,1.37592,0.88422,0.97601,0.995,0.78573,0.8561,0.52995,1.62875,0.0062776,0.0062776,0.0062776
378,303.193,0.80699,0.57257,1.3955,0.93853,0.95894,0.99147,0.79611,0.84311,0.51543,1.60139,0.0062677,0.0062677,0.0062677
379,303.841,0.81142,0.58119,1.40369,0.94647,0.90622,0.99089,0.77659,0.88589,0.53431,1.65518,0.0062578,0.0062578,0.0062578
380,304.526,0.78124,0.57852,1.4147,0.99067,0.99559,0.995,0.76111,0.9559,0.44594,1.70663,0.0062479,0.0062479,0.0062479
381,305.187,0.80897,0.6095,1.40592,0.98138,0.99382,0.995,0.76306,0.93949,0.44643,1.66988,0.006238,0.006238,0.006238
382,305.881,0.77078,0.55133,1.3897,0.99075,1,0.995,0.7894,0.86998,0.39746,1.61223,0.0062281,0.0062281,0.0062281
383,306.69,0.75579,0.55307,1.34406,0.99422,1,0.995,0.79705,0.8428,0.39154,1.60233,0.0062182,0.0062182,0.0062182
384,307.379,0.79602,0.54607,1.39782,0.97181,0.9914,0.99382,0.79222,0.83741,0.39403,1.58551,0.0062083,0.0062083,0.0062083
385,308.046,0.78966,0.62612,1.41362,0.97256,0.96452,0.98774,0.778,0.85821,0.44332,1.61072,0.0061984,0.0061984,0.0061984
386,308.741,0.7764,0.55411,1.37378,0.91477,0.95055,0.97815,0.76893,0.87267,0.47488,1.59904,0.0061885,0.0061885,0.0061885
387,309.392,0.78506,0.58594,1.38048,0.98089,0.98154,0.995,0.79355,0.83575,0.39167,1.58781,0.0061786,0.0061786,0.0061786
388,310.076,0.77309,0.60692,1.38471,0.96405,0.98068,0.99295,0.78207,0.88967,0.43071,1.64756,0.0061687,0.0061687,0.0061687
389,310.738,0.81717,0.58099,1.43103,0.97228,0.98076,0.995,0.79475,0.85668,0.40303,1.60165,0.0061588,0.0061588,0.0061588
390,311.439,0.78646,0.57473,1.39139,0.99456,1,0.995,0.7955,0.86064,0.40477,1.62266,0.0061489,0.0061489,0.0061489
391,312.131,0.7909,0.55905,1.38774,0.9914,1,0.995,0.77962,0.88156,0.39849,1.65618,0.006139,0.006139,0.006139
392,312.838,0.75932,0.55172,1.35081,0.96088,0.97917,0.98536,0.79593,0.82689,0.42804,1.59899,0.0061291,0.0061291,0.0061291
393,313.498,0.79478,0.59949,1.40705,0.96084,0.97772,0.97697,0.79295,0.8223,0.43176,1.60971,0.0061192,0.0061192,0.0061192
394,314.188,0.75126,0.56299,1.37722,0.94703,0.95779,0.97492,0.77034,0.84567,0.44159,1.65566,0.0061093,0.0061093,0.0061093
395,314.901,0.78252,0.55151,1.40421,0.97167,0.98147,0.99295,0.79202,0.8416,0.41173,1.65337,0.0060994,0.0060994,0.0060994
396,315.701,0.78801,0.57455,1.41785,0.97522,1,0.995,0.79084,0.83696,0.44458,1.59111,0.0060895,0.0060895,0.0060895
397,316.383,0.75557,0.59406,1.33895,0.96991,0.97917,0.99382,0.80421,0.80457,0.43663,1.57405,0.0060796,0.0060796,0.0060796
398,317.112,0.80848,0.59813,1.39526,0.74387,0.91243,0.89211,0.72089,0.83493,0.74679,1.60463,0.0060697,0.0060697,0.0060697
399,317.776,0.77978,0.55596,1.37555,0.77744,0.93738,0.92988,0.73841,0.86967,0.65035,1.60152,0.0060598,0.0060598,0.0060598
400,318.459,0.70783,0.49595,1.33862,0.92787,0.93914,0.99056,0.79246,0.86974,0.51,1.61487,0.0060499,0.0060499,0.0060499
401,319.115,0.80632,0.62938,1.3715,0.88421,0.9375,0.98557,0.79578,0.82993,0.57815,1.55174,0.00604,0.00604,0.00604
402,319.808,0.77669,0.57355,1.37604,0.89367,0.95775,0.98264,0.80461,0.82884,0.56714,1.52627,0.0060301,0.0060301,0.0060301
403,320.492,0.7676,0.55759,1.39584,0.91577,0.94104,0.98899,0.80572,0.83004,0.50826,1.53075,0.0060202,0.0060202,0.0060202
404,321.192,0.77723,0.57171,1.38149,0.91148,0.90754,0.98181,0.78211,0.86962,0.55483,1.59306,0.0060103,0.0060103,0.0060103
405,321.857,0.7908,0.57886,1.39593,0.8952,0.94583,0.98309,0.79342,0.8427,0.52928,1.57,0.0060004,0.0060004,0.0060004
406,322.513,0.75716,0.5616,1.39565,0.90326,0.96402,0.97964,0.79461,0.82634,0.50002,1.57604,0.0059905,0.0059905,0.0059905
407,323.321,0.76756,0.56115,1.37317,0.96474,0.97464,0.99278,0.8123,0.83544,0.409,1.59114,0.0059806,0.0059806,0.0059806
408,324.033,0.74377,0.54911,1.35172,0.99643,0.99397,0.995,0.79731,0.83358,0.4335,1.58493,0.0059707,0.0059707,0.0059707
409,324.705,0.75524,0.58682,1.37793,0.94198,0.99265,0.99382,0.80454,0.82654,0.43364,1.56953,0.0059608,0.0059608,0.0059608
410,325.438,0.76165,0.53279,1.35802,0.96598,0.96008,0.995,0.80251,0.84578,0.42597,1.61204,0.0059509,0.0059509,0.0059509
411,326.137,0.80687,0.62424,1.38176,0.99296,1,0.995,0.81568,0.83753,0.37808,1.60121,0.005941,0.005941,0.005941
412,326.992,0.81197,0.61751,1.41916,0.94405,0.98106,0.995,0.80156,0.83178,0.41855,1.57335,0.0059311,0.0059311,0.0059311
413,327.91,0.76257,0.55377,1.36048,0.94615,1,0.995,0.78792,0.83297,0.40573,1.57657,0.0059212,0.0059212,0.0059212
414,328.862,0.75748,0.54099,1.35773,0.94243,0.96521,0.96941,0.75393,0.92211,0.47788,1.67828,0.0059113,0.0059113,0.0059113
415,329.904,0.77671,0.56561,1.3521,0.95938,0.95391,0.97471,0.77283,0.84536,0.45557,1.61689,0.0059014,0.0059014,0.0059014
416,331.054,0.74746,0.5471,1.36504,0.96524,0.9454,0.995,0.78481,0.88766,0.4546,1.67726,0.0058915,0.0058915,0.0058915
417,332.16,0.78635,0.57622,1.38418,0.93601,0.95707,0.995,0.78807,0.88231,0.44207,1.65987,0.0058816,0.0058816,0.0058816
418,333.313,0.73319,0.54235,1.35197,0.95809,0.98099,0.995,0.82123,0.81325,0.4503,1.55907,0.0058717,0.0058717,0.0058717
419,334.733,0.78629,0.58685,1.36764,0.98429,0.99799,0.995,0.80613,0.84325,0.42482,1.58532,0.0058618,0.0058618,0.0058618
420,335.95,0.77143,0.543,1.34072,0.98871,0.9897,0.995,0.80513,0.84521,0.39359,1.63493,0.0058519,0.0058519,0.0058519
421,337.122,0.77708,0.56239,1.38338,0.99492,1,0.995,0.8048,0.83875,0.36097,1.59286,0.005842,0.005842,0.005842
422,338.319,0.76632,0.55994,1.37876,0.99298,1,0.995,0.81793,0.81788,0.36134,1.55914,0.0058321,0.0058321,0.0058321
423,339.459,0.71705,0.55674,1.31101,0.98438,0.97719,0.995,0.81705,0.78624,0.38337,1.50762,0.0058222,0.0058222,0.0058222
424,340.587,0.80059,0.576,1.41348,0.95991,0.967,0.98972,0.79008,0.85852,0.42439,1.61845,0.0058123,0.0058123,0.0058123
425,341.771,0.75131,0.58638,1.34006,0.95606,0.96627,0.99073,0.79841,0.8329,0.43405,1.57499,0.0058024,0.0058024,0.0058024
426,342.931,0.76438,0.5417,1.37843,0.99008,0.96601,0.99382,0.79872,0.84573,0.39444,1.65134,0.0057925,0.0057925,0.0057925
427,344.019,0.79246,0.53214,1.39662,0.96901,0.98657,0.995,0.81326,0.82691,0.39059,1.61147,0.0057826,0.0057826,0.0057826
428,345.341,0.79548,0.58044,1.37218,0.89645,0.93725,0.97839,0.78088,0.8365,0.50796,1.60476,0.0057727,0.0057727,0.0057727
429,346.359,0.73052,0.50026,1.33375,0.75798,0.83621,0.91235,0.73105,0.81977,0.97693,1.56806,0.0057628,0.0057628,0.0057628
430,347.333,0.75733,0.5567,1.34848,0.98281,0.99561,0.995,0.80143,0.83608,0.39731,1.61012,0.0057529,0.0057529,0.0057529
431,348.45,0.7561,0.55819,1.35195,0.99512,1,0.995,0.79139,0.8568,0.39488,1.6348,0.005743,0.005743,0.005743
432,349.564,0.77049,0.51921,1.38499,0.97479,0.97952,0.995,0.78306,0.8382,0.41514,1.59465,0.0057331,0.0057331,0.0057331
433,350.565,0.74363,0.51498,1.32425,0.96497,0.98268,0.995,0.80909,0.81722,0.38982,1.53867,0.0057232,0.0057232,0.0057232
434,351.814,0.74969,0.5258,1.35794,0.96594,1,0.995,0.80851,0.8249,0.39197,1.55042,0.0057133,0.0057133,0.0057133
435,352.881,0.74841,0.56131,1.35981,0.96948,0.98257,0.995,0.79823,0.8278,0.39455,1.55179,0.0057034,0.0057034,0.0057034
436,353.747,0.74139,0.55423,1.36336,0.96981,0.99911,0.995,0.81092,0.82335,0.41008,1.55732,0.0056935,0.0056935,0.0056935
437,354.418,0.73453,0.5298,1.32498,0.9827,1,0.995,0.81125,0.81758,0.38701,1.54446,0.0056836,0.0056836,0.0056836
438,355.242,0.75956,0.55066,1.36818,0.99171,1,0.995,0.80906,0.84216,0.39393,1.57584,0.0056737,0.0056737,0.0056737
439,355.888,0.7098,0.49466,1.32453,0.97865,1,0.995,0.79568,0.85618,0.39352,1.61496,0.0056638,0.0056638,0.0056638
440,356.549,0.77903,0.53845,1.38063,0.982,0.98027,0.995,0.80333,0.83384,0.40007,1.57859,0.0056539,0.0056539,0.0056539
441,357.211,0.77795,0.51615,1.35655,0.94167,0.95836,0.995,0.79551,0.85032,0.44751,1.60655,0.005644,0.005644,0.005644
442,357.894,0.72985,0.53729,1.33692,0.90662,0.97917,0.98972,0.80407,0.7968,0.4342,1.53917,0.0056341,0.0056341,0.0056341
443,358.551,0.75019,0.55349,1.37708,0.97087,0.97304,0.995,0.80502,0.82094,0.40391,1.57015,0.0056242,0.0056242,0.0056242
444,359.227,0.74773,0.53681,1.34417,0.96488,0.9933,0.995,0.81294,0.82431,0.40385,1.56417,0.0056143,0.0056143,0.0056143
445,359.88,0.73946,0.51372,1.32035,0.94407,0.96982,0.99382,0.8028,0.83713,0.44024,1.60398,0.0056044,0.0056044,0.0056044
446,360.55,0.75269,0.53276,1.34733,0.93195,0.94806,0.96906,0.77404,0.83941,0.49376,1.62588,0.0055945,0.0055945,0.0055945
447,361.191,0.71842,0.52029,1.33707,0.96027,0.97538,0.98741,0.79351,0.8193,0.42115,1.59957,0.0055846,0.0055846,0.0055846
448,361.865,0.73971,0.53051,1.37596,0.97262,0.97849,0.99382,0.80172,0.80851,0.38451,1.60532,0.0055747,0.0055747,0.0055747
449,362.659,0.73051,0.5131,1.35775,0.97312,0.98243,0.995,0.81112,0.80708,0.38616,1.58192,0.0055648,0.0055648,0.0055648
450,363.333,0.69746,0.52126,1.29273,0.96374,0.99733,0.99295,0.80166,0.79662,0.37785,1.54968,0.0055549,0.0055549,0.0055549
451,363.97,0.75659,0.54128,1.33874,0.97132,0.9817,0.995,0.80465,0.82675,0.3857,1.59236,0.005545,0.005545,0.005545
452,364.657,0.7126,0.51692,1.32665,0.96245,0.99682,0.99295,0.78277,0.90457,0.412,1.68431,0.0055351,0.0055351,0.0055351
453,365.265,0.69793,0.52826,1.30333,0.97141,0.97034,0.99382,0.78924,0.84134,0.42078,1.60313,0.0055252,0.0055252,0.0055252
454,365.925,0.7414,0.55336,1.35474,0.98636,0.98297,0.995,0.80221,0.80848,0.38159,1.5592,0.0055153,0.0055153,0.0055153
455,366.548,0.75924,0.568,1.35674,0.98495,0.9835,0.995,0.77978,0.8326,0.40135,1.60185,0.0055054,0.0055054,0.0055054
456,367.234,0.73809,0.53775,1.3404,0.95946,0.97774,0.99382,0.76927,0.90006,0.44237,1.68867,0.0054955,0.0054955,0.0054955
457,367.893,0.73481,0.53873,1.32761,0.9479,0.97916,0.99177,0.78278,0.8415,0.41794,1.61122,0.0054856,0.0054856,0.0054856
458,368.577,0.69748,0.51262,1.32729,0.9606,0.97773,0.99278,0.80369,0.79248,0.40501,1.55908,0.0054757,0.0054757,0.0054757
459,369.373,0.71136,0.52181,1.30046,0.96796,0.96507,0.99184,0.79895,0.81037,0.41833,1.57109,0.0054658,0.0054658,0.0054658
460,370.048,0.72222,0.52142,1.33919,0.99105,0.97733,0.995,0.80207,0.81669,0.39291,1.59073,0.0054559,0.0054559,0.0054559
461,370.697,0.74339,0.53706,1.36084,0.99087,0.98613,0.995,0.80474,0.86553,0.36801,1.66455,0.005446,0.005446,0.005446
462,371.375,0.72798,0.53129,1.32691,0.98955,0.97754,0.995,0.81089,0.85036,0.37952,1.65047,0.0054361,0.0054361,0.0054361
463,372.019,0.69862,0.52018,1.29959,0.99468,0.97237,0.995,0.80251,0.82799,0.37143,1.60583,0.0054262,0.0054262,0.0054262
464,372.714,0.71504,0.52908,1.30507,0.99353,1,0.995,0.79783,0.83193,0.3698,1.60165,0.0054163,0.0054163,0.0054163
465,373.365,0.72173,0.52522,1.35965,0.99335,0.99945,0.995,0.79641,0.82814,0.3824,1.60392,0.0054064,0.0054064,0.0054064
466,374.053,0.72305,0.52485,1.33834,0.97105,1,0.995,0.80419,0.83413,0.38794,1.61984,0.0053965,0.0053965,0.0053965
467,374.704,0.77661,0.5157,1.37529,0.98673,1,0.995,0.79413,0.87785,0.3887,1.66051,0.0053866,0.0053866,0.0053866
468,375.391,0.73519,0.54002,1.34056,0.99081,1,0.995,0.80187,0.84484,0.37129,1.65645,0.0053767,0.0053767,0.0053767
469,376.049,0.75024,0.51845,1.34719,0.98077,0.98257,0.995,0.80256,0.84769,0.38205,1.66988,0.0053668,0.0053668,0.0053668
470,376.748,0.70616,0.50578,1.28233,0.88807,0.96499,0.96588,0.78227,0.8272,0.49541,1.62293,0.0053569,0.0053569,0.0053569
471,377.538,0.70456,0.50892,1.30371,0.90545,0.94569,0.97312,0.78823,0.83515,0.49877,1.62301,0.005347,0.005347,0.005347
472,378.227,0.74994,0.52616,1.33712,0.98626,0.99117,0.995,0.80926,0.80602,0.38261,1.56231,0.0053371,0.0053371,0.0053371
473,378.873,0.68458,0.52427,1.29892,0.99504,1,0.995,0.79283,0.82191,0.35218,1.60504,0.0053272,0.0053272,0.0053272
474,379.546,0.73168,0.52558,1.30588,0.99211,1,0.995,0.79593,0.81754,0.35631,1.5921,0.0053173,0.0053173,0.0053173
475,380.193,0.72563,0.49353,1.30256,0.99055,1,0.995,0.80795,0.81499,0.36267,1.59087,0.0053074,0.0053074,0.0053074
476,380.858,0.71611,0.5327,1.35324,0.96797,0.99992,0.995,0.80008,0.82838,0.36683,1.61671,0.0052975,0.0052975,0.0052975
477,381.504,0.69066,0.51918,1.30252,0.95328,0.94347,0.9922,0.79517,0.81768,0.41709,1.62139,0.0052876,0.0052876,0.0052876
478,382.161,0.68876,0.48443,1.30354,0.93337,0.99511,0.995,0.78884,0.81849,0.40875,1.63024,0.0052777,0.0052777,0.0052777
479,382.826,0.69131,0.47175,1.2822,0.92912,0.97917,0.99382,0.79106,0.8177,0.42846,1.63295,0.0052678,0.0052678,0.0052678
480,383.476,0.72137,0.49193,1.32007,0.92518,0.97795,0.98243,0.79417,0.80848,0.42933,1.61514,0.0052579,0.0052579,0.0052579
481,384.138,0.71212,0.51302,1.32857,0.92206,0.98189,0.98897,0.80141,0.80257,0.43009,1.59242,0.005248,0.005248,0.005248
482,384.922,0.68354,0.49048,1.28952,0.87843,0.97917,0.98816,0.80459,0.80413,0.4276,1.59614,0.0052381,0.0052381,0.0052381
483,385.557,0.72545,0.51922,1.33167,0.95237,0.91138,0.98934,0.80602,0.82542,0.44946,1.6232,0.0052282,0.0052282,0.0052282
484,386.239,0.67039,0.4867,1.28069,0.97366,0.99255,0.995,0.80541,0.81801,0.38319,1.58886,0.0052183,0.0052183,0.0052183
485,386.922,0.72923,0.48244,1.3133,0.9834,1,0.995,0.82009,0.80038,0.36796,1.58083,0.0052084,0.0052084,0.0052084
486,387.627,0.71609,0.52704,1.2991,0.98363,1,0.995,0.8163,0.79052,0.36094,1.56205,0.0051985,0.0051985,0.0051985
487,388.309,0.67505,0.47157,1.28432,0.99154,1,0.995,0.8064,0.79104,0.35355,1.5436,0.0051886,0.0051886,0.0051886
488,389.02,0.72225,0.52766,1.34102,0.99432,1,0.995,0.79851,0.8282,0.35657,1.59568,0.0051787,0.0051787,0.0051787
489,389.743,0.75979,0.54389,1.34888,0.9904,1,0.995,0.8012,0.82015,0.36418,1.56698,0.0051688,0.0051688,0.0051688
490,390.421,0.71618,0.49814,1.32593,0.81067,0.93417,0.9506,0.7622,0.83131,0.61619,1.55937,0.0051589,0.0051589,0.0051589
491,391.1,0.72266,0.52831,1.28303,0.76408,0.97917,0.94159,0.75544,0.83397,0.65423,1.60311,0.005149,0.005149,0.005149
492,391.883,0.70837,0.51424,1.31409,0.96528,0.96793,0.99442,0.79646,0.81722,0.43804,1.61423,0.0051391,0.0051391,0.0051391
493,392.505,0.73158,0.50274,1.31425,0.98968,1,0.995,0.80426,0.81892,0.36254,1.60488,0.0051292,0.0051292,0.0051292
494,393.188,0.74022,0.5291,1.33536,0.99455,1,0.995,0.80252,0.80657,0.37512,1.6188,0.0051193,0.0051193,0.0051193
495,393.869,0.72417,0.54856,1.32069,0.99517,1,0.995,0.80524,0.82436,0.36202,1.64422,0.0051094,0.0051094,0.0051094
496,394.574,0.73521,0.53378,1.34414,0.9952,1,0.995,0.77532,0.91525,0.37664,1.78869,0.0050995,0.0050995,0.0050995
497,395.26,0.71013,0.48492,1.30023,0.99393,1,0.995,0.78526,0.89209,0.37431,1.75047,0.0050896,0.0050896,0.0050896
498,395.986,0.69427,0.50129,1.2926,0.99506,1,0.995,0.79905,0.84495,0.36165,1.63352,0.0050797,0.0050797,0.0050797
499,396.649,0.72043,0.51132,1.30803,0.99297,0.97637,0.995,0.80651,0.81287,0.36203,1.57098,0.0050698,0.0050698,0.0050698
500,397.364,0.71074,0.51447,1.29168,0.94231,0.99632,0.99382,0.78853,0.84753,0.38382,1.62447,0.0050599,0.0050599,0.0050599
501,398.058,0.74567,0.54215,1.34474,0.9264,0.99299,0.99382,0.78947,0.86861,0.40425,1.65299,0.00505,0.00505,0.00505
502,398.877,0.73545,0.52572,1.33739,0.99273,1,0.995,0.79626,0.83739,0.36002,1.62708,0.0050401,0.0050401,0.0050401
503,399.566,0.6873,0.51524,1.28145,0.99526,1,0.995,0.81442,0.80788,0.35339,1.59528,0.0050302,0.0050302,0.0050302
504,400.316,0.69134,0.50125,1.30883,0.9765,0.99963,0.995,0.81194,0.81356,0.38178,1.60678,0.0050203,0.0050203,0.0050203
505,401.21,0.71646,0.50518,1.31998,0.97244,0.97889,0.9852,0.80042,0.79618,0.40654,1.59041,0.0050104,0.0050104,0.0050104
506,402.211,0.71115,0.54572,1.34014,0.97528,0.97222,0.98687,0.80656,0.79701,0.38759,1.54231,0.0050005,0.0050005,0.0050005
507,403.172,0.71201,0.51989,1.28807,0.99525,1,0.995,0.82467,0.79844,0.3791,1.53081,0.0049906,0.0049906,0.0049906
508,404.312,0.68728,0.51687,1.28082,0.95397,0.97917,0.99184,0.81435,0.82201,0.4121,1.56792,0.0049807,0.0049807,0.0049807
509,405.452,0.6917,0.49223,1.30338,0.95685,0.95775,0.99056,0.81053,0.83993,0.42702,1.60279,0.0049708,0.0049708,0.0049708
510,406.602,0.74314,0.52739,1.33427,0.96418,0.99771,0.99382,0.80147,0.81305,0.38392,1.57537,0.0049609,0.0049609,0.0049609
511,407.763,0.7133,0.5061,1.29857,0.97718,0.9888,0.995,0.80275,0.82954,0.3747,1.5894,0.004951,0.004951,0.004951
512,408.979,0.65359,0.44693,1.2563,0.99245,1,0.995,0.81863,0.81285,0.36383,1.58305,0.0049411,0.0049411,0.0049411
513,410.195,0.65874,0.46718,1.28568,0.97726,0.98228,0.995,0.81022,0.80896,0.38641,1.59933,0.0049312,0.0049312,0.0049312
514,411.677,0.71633,0.4656,1.34286,0.96426,0.98053,0.995,0.80455,0.81549,0.39811,1.61395,0.0049213,0.0049213,0.0049213
515,412.838,0.68953,0.47658,1.30443,0.96595,0.97429,0.99382,0.79664,0.84584,0.40357,1.65391,0.0049114,0.0049114,0.0049114
516,414.097,0.73353,0.51455,1.31144,0.96119,0.99684,0.995,0.80578,0.84677,0.37539,1.63743,0.0049015,0.0049015,0.0049015
517,415.157,0.68565,0.48065,1.29874,0.96226,0.99727,0.995,0.79985,0.82651,0.36907,1.61915,0.0048916,0.0048916,0.0048916
518,416.396,0.6936,0.50634,1.27433,0.96226,1,0.995,0.80704,0.79756,0.38445,1.57809,0.0048817,0.0048817,0.0048817
519,417.517,0.74818,0.54455,1.3448,0.98705,1,0.995,0.79394,0.81842,0.39103,1.57994,0.0048718,0.0048718,0.0048718
520,418.702,0.68268,0.47232,1.29339,0.96842,0.97917,0.99382,0.79989,0.83632,0.41259,1.6316,0.0048619,0.0048619,0.0048619
521,419.807,0.69726,0.49998,1.30191,0.96513,0.97707,0.99184,0.80957,0.8115,0.40988,1.60648,0.004852,0.004852,0.004852
522,420.792,0.69205,0.47871,1.29501,0.9872,0.98262,0.995,0.8006,0.81564,0.36585,1.60774,0.0048421,0.0048421,0.0048421
523,421.833,0.69592,0.4861,1.28612,0.98799,0.9986,0.995,0.79433,0.82052,0.37539,1.60546,0.0048322,0.0048322,0.0048322
524,423.053,0.67404,0.47376,1.28296,0.98637,1,0.995,0.80097,0.79653,0.36006,1.55337,0.0048223,0.0048223,0.0048223
525,424.349,0.69309,0.49273,1.25601,0.99378,1,0.995,0.79533,0.80017,0.35191,1.56887,0.0048124,0.0048124,0.0048124
526,425.56,0.70164,0.5197,1.28723,0.99454,1,0.995,0.78809,0.82449,0.35546,1.61108,0.0048025,0.0048025,0.0048025
527,426.664,0.66547,0.47233,1.27262,0.99586,1,0.995,0.78836,0.82373,0.34705,1.6192,0.0047926,0.0047926,0.0047926
528,427.338,0.68856,0.47305,1.28359,0.99536,1,0.995,0.79928,0.80182,0.35017,1.58395,0.0047827,0.0047827,0.0047827
529,428.029,0.71134,0.48622,1.28308,0.99565,1,0.995,0.78802,0.81014,0.34413,1.5914,0.0047728,0.0047728,0.0047728
530,428.681,0.68482,0.49976,1.29925,0.99569,1,0.995,0.79903,0.83654,0.34917,1.62863,0.0047629,0.0047629,0.0047629
531,429.344,0.63675,0.44988,1.23215,0.99574,1,0.995,0.80599,0.82222,0.34301,1.61678,0.004753,0.004753,0.004753
532,430.029,0.71645,0.49342,1.3422,0.99081,0.98403,0.995,0.80278,0.81224,0.35152,1.60382,0.0047431,0.0047431,0.0047431
533,430.672,0.64848,0.46243,1.24212,0.98924,0.98238,0.995,0.80209,0.80508,0.3639,1.59184,0.0047332,0.0047332,0.0047332
534,431.35,0.67016,0.4665,1.27404,0.97035,0.97917,0.99382,0.79459,0.83345,0.39676,1.6417,0.0047233,0.0047233,0.0047233
535,432.152,0.66614,0.51013,1.28536,0.99201,0.96962,0.99382,0.80178,0.82812,0.36997,1.62377,0.0047134,0.0047134,0.0047134
536,432.858,0.66986,0.46781,1.30377,0.99312,1,0.995,0.80538,0.84214,0.3539,1.62817,0.0047035,0.0047035,0.0047035
537,433.51,0.67619,0.48958,1.28203,0.98257,1,0.995,0.80179,0.83119,0.36363,1.62455,0.0046936,0.0046936,0.0046936
538,434.179,0.70881,0.48792,1.26918,0.98473,1,0.995,0.79926,0.83121,0.35326,1.62612,0.0046837,0.0046837,0.0046837
539,434.821,0.69842,0.50433,1.26114,0.99457,1,0.995,0.78598,0.84663,0.3624,1.65173,0.0046738,0.0046738,0.0046738
540,435.465,0.67708,0.4549,1.27804,0.99537,1,0.995,0.79828,0.83638,0.36728,1.64264,0.0046639,0.0046639,0.0046639
541,436.137,0.69481,0.46861,1.28551,0.99503,1,0.995,0.80494,0.82331,0.36094,1.61855,0.004654,0.004654,0.004654
542,436.769,0.69827,0.47327,1.26013,0.99274,1,0.995,0.80462,0.82416,0.34444,1.63497,0.0046441,0.0046441,0.0046441
543,437.439,0.69238,0.49977,1.27813,0.9738,1,0.995,0.79972,0.84097,0.36975,1.65531,0.0046342,0.0046342,0.0046342
544,438.107,0.68338,0.48908,1.28805,0.98438,1,0.995,0.80627,0.83659,0.36517,1.65195,0.0046243,0.0046243,0.0046243
545,438.764,0.68198,0.47303,1.26403,0.99311,1,0.995,0.80742,0.83009,0.35934,1.62992,0.0046144,0.0046144,0.0046144
546,439.563,0.69568,0.52475,1.30195,0.9863,0.95814,0.995,0.79813,0.82487,0.38922,1.62071,0.0046045,0.0046045,0.0046045
547,440.203,0.67673,0.46651,1.26314,0.97507,1,0.995,0.80441,0.81578,0.3647,1.59282,0.0045946,0.0045946,0.0045946
548,440.849,0.62019,0.45731,1.24573,0.99517,1,0.995,0.78433,0.83249,0.36272,1.62614,0.0045847,0.0045847,0.0045847
549,441.495,0.66633,0.50461,1.25137,0.99427,1,0.995,0.7913,0.84235,0.37903,1.65039,0.0045748,0.0045748,0.0045748
550,442.161,0.64772,0.50035,1.26139,0.98832,0.99997,0.995,0.79114,0.86171,0.38237,1.69671,0.0045649,0.0045649,0.0045649
551,442.826,0.66122,0.4788,1.25622,0.96735,0.97147,0.995,0.78665,0.85895,0.3898,1.68961,0.004555,0.004555,0.004555
552,443.492,0.69465,0.5068,1.28423,0.93424,0.99726,0.995,0.79672,0.84873,0.39582,1.68001,0.0045451,0.0045451,0.0045451
553,444.157,0.65255,0.46577,1.27124,0.96105,0.97918,0.995,0.7979,0.83684,0.37922,1.64785,0.0045352,0.0045352,0.0045352
554,444.818,0.70593,0.48788,1.3005,0.99536,1,0.995,0.8035,0.83529,0.3557,1.63621,0.0045253,0.0045253,0.0045253
555,445.461,0.63904,0.44855,1.22663,0.99219,1,0.995,0.8074,0.83265,0.34878,1.63879,0.0045154,0.0045154,0.0045154
556,446.277,0.6919,0.46149,1.26029,0.98615,1,0.995,0.81512,0.82345,0.35946,1.60819,0.0045055,0.0045055,0.0045055
557,446.92,0.67391,0.45476,1.29706,0.98856,1,0.995,0.80426,0.81337,0.35455,1.60744,0.0044956,0.0044956,0.0044956
558,447.564,0.64081,0.44225,1.24715,0.9924,1,0.995,0.79671,0.83605,0.35309,1.64689,0.0044857,0.0044857,0.0044857
559,448.201,0.66605,0.44932,1.25012,0.99369,1,0.995,0.79762,0.82448,0.35147,1.62316,0.0044758,0.0044758,0.0044758
560,448.852,0.68674,0.47473,1.26614,0.99361,1,0.995,0.80027,0.82583,0.35207,1.62619,0.0044659,0.0044659,0.0044659
561,449.48,0.68185,0.49014,1.29485,0.99523,1,0.995,0.78688,0.82982,0.36196,1.64329,0.004456,0.004456,0.004456
562,450.151,0.6612,0.47538,1.27126,0.98909,1,0.995,0.79402,0.8136,0.35663,1.62634,0.0044461,0.0044461,0.0044461
563,450.811,0.65569,0.45848,1.27681,0.96245,0.99634,0.995,0.8009,0.82459,0.36913,1.6362,0.0044362,0.0044362,0.0044362
